smiles,IC50
COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC(C(C)C)C(=O)NNC(=O)C3=CC=CC=C3O,19000
OC(=O)C1=CC=CC=C1NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C(O)=O,32000
CCC1=NC=2SC=3CCCCC3C2C4=NN=C(SCC(=O)NNC(=O)C5=CC=C(OC)C=C5)N14,100000
COC1=CC(=CC=C1OCC2=CC=CC=C2)C(NC(=O)C3=CC=CO3)NC(=O)C4=CC=CO4,100000
COC1=CC(=CC(C=NNC2=NC(NC3=CC=CC=C3)=NC(NC4=CC=CC=C4)=N2)=C1O)[N+]([O-])=O,29000
BrC1=CC=C(C=C1)C(=O)OC2=CC=C(C=NNC3=NN=C4C(=N3)NC5=CC=CC=C45)C=C2,800000
COC1=CC(=CC=C1OCC2=CC=CC=C2)C(NC(=O)C3=CC=CO3)NC(=O)C4=CC=CO4,100000
CCN1C2=CC=CC=C2C(O)=C(C(=O)NNC(=O)C3=CC=CC(=C3)[N+]([O-])=O)C1=O,37000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C4=CC=CC=C4,5000
COC1=CC=C(C=C1)N2C(CC3=CC=CC=C3)=NN=C2SCC(=O)NNC(=O)C4=CC=CC=C4O,17000
OC1=CC=CC=C1C=NNC(=O)CSC2=NN=C(C3=CC=NC=C3)N2C4=CC=CC=C4,100000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C4=CC=CC=C4,11000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC4=CC=CC=C4,9000
CN1C(SCC(=O)NNC(=O)C2=CC=CC=C2O)=NN=C1C3=CC=CC=C3,64000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=CC=C3O)N2CC4=CC=CC=C4,15000
COC1=CC=CC=C1N2C(SCC(=O)NNC(=O)C3=CC=CC=C3O)=NN=C2C4=CC=CC=C4O,8000
OC1=CC=CC=C1C=NNC(=O)CSC2=NN=C(C3=CC=NC=C3)N2C4=CC=CC=C4,100000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(CC3=CC=CC=C3)N2C4CCCCC4,21000
COC1=CC=CC=C1N2C(SCC(=O)NNC(=O)C3=CC=CC=C3O)=NN=C2C4=CC=CC=C4O,6000
OC(=O)C1=CC=CC=C1C=NNC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C4=CC=CC=C4,100000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=NC=C3)N2C4=CC=C(F)C=C4,31000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(CC3=CC=CC=C3)N2C4=CC=CC(Cl)=C4,8000
CC1=CC(C)=NC(SCC2=NN=C(SCC(=O)NNC(=O)C3=CC=CC=C3O)N2C4=CC=CC=C4)=N1,27000
CC1=CC(C)=NC(SCC2=NN=C(SCC(=O)NNC(=O)C3=CC=CC=C3O)N2C4=CC=CC=C4)=N1,51000
OC1=CC=C(C(=O)NNC(=O)CSC2=NN=NN2C3=CC=CC=C3)C(O)=C1,68000
COC1=CC=C(C=C1OC)C2=NN=C(SCC(=O)NNC(=O)C3=CC=CC=C3O)N2C4=CC=CC=C4,22000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(CC3=CC=CC=C3)N2C4CCCCC4,17000
CC1=CC(C)=NC(SCC2=NN=C(SCC(=O)NNC(=O)C3=CC=CC=C3O)N2C)=N1,100000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=CC=C3O)N2CC4=CC=CC=C4,9000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(CC3=CC=CC=C3)N2C4=CC=CC(Cl)=C4,9000
COC1=CC=C(C=C1)N2C(CC3=CC=CC=C3)=NN=C2SCC(=O)NNC(=O)C4=CC=CC=C4O,18000
CC1=CC=C(C=C1)N2C(SCC(=O)NNC(=O)C3=CC=CC=C3O)=NN=C2C4=CC=CC=C4,23000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC4=CC=CC=C4,21000
CC1=CC=C(C=C1)N2C(SCC(=O)NNC(=O)C3=CC=CC=C3O)=NN=C2C4=CC=CC=C4O,5000
OC1=CC=C(C(=O)NNC(=O)CSC2=NN=NN2C3=CC=CC=C3)C(O)=C1,61000
OC1=CC=CC=C1C(=O)NNC(=O)CSC2=NN=C(C3=CC=NC=C3)N2C4=CC=C(F)C=C4,49000
CN1C(SCC(=O)NNC(=O)C2=CC=CC=C2O)=NN=C1C3=CC=CC=C3,58000
COC1=CC=C(C=C1OC)C2=NN=C(SCC(=O)NNC(=O)C3=CC=CC=C3O)N2C4=CC=CC=C4,21000
CC1=CC=C(C=C1)N2C(SCC(=O)NNC(=O)C3=CC=CC=C3O)=NN=C2C4=CC=CC=C4O,3000
OC(=O)C1=CC=CC=C1C=NNC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2C4=CC=CC=C4,100000
CC1=CC(C)=NC(SCC2=NN=C(SCC(=O)NNC(=O)C3=CC=CC=C3O)N2C)=N1,100000
CC1=CC=C(C=C1)N2C(SCC(=O)NNC(=O)C3=CC=CC=C3O)=NN=C2C4=CC=CC=C4,12000
OC(=O)C(=O)CC(=O)C=CC1=CC=CN1CC2=CC=CC=C2,7000
NC(=N)C1=CC=C2C=C(C=CC2=C1)C#CC3=CC=CC(OCC4=CC=CC=C4)=C3,2100
OC(=O)C(=O)CC(=O)C1=CC(OCC2=CC=CC=C2)=CC(OCC3=CC=CC=C3)=C1,3500
OC1=C(O)C(=O)C2C=CC=C(O)CC2=C1O,2100
OC(=O)C1=CC2=CC(O)=C(O)C=C2N1,10000
CC(C)S(=O)(=O)NC1=CC=C2N=C(N)NC2=C1,2600
OC1=CC2=C3C(OC(=O)C4=CC(O)=C(O)C(OC2=O)=C34)=C1O,5100
OC(=O)C(O)=C(C#N)C1=CN(C2=CC=C(F)C=C2)C3=CC=CC=C13,10000
COC1=CC=CC(CN(CC2=CC=CC(OC)=C2)C3=CC=C4N=C(N)NC4=C3)=C1,1800
OC1=C(N=CC2=CC=CN=C12)C(=O)C3=CC(CN4CCCS4(=O)=O)=CC(CC5=CC=CC=C5)=C3,10000
OC(=O)C(=O)CC(=O)C=CC1=CC=CN1CC2=CC=CC=C2,7900
CC(C)(C)C1CCC(CC1)C2=NCCC3=CC=C(C=C23)C4CC4C5=CC=C6C=C(C=CC6=C5)C(N)=N,3400
OC1=CC=C2CN(NC(=O)C3=CC=CC=C3O)C(=O)C2=C1O,293000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,6900
OC1=CC=C(C=C1O)S(=O)(=O)N(N2CC3=CC=C(O)C(O)=C3C2=O)S(=O)(=O)C4=CC=C(O)C(O)=C4,1600
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC=C2O)=C1O,2800
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(OC)=C2O)=C1O,22000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=C2CN(CC3=CC=CC(CBr)=C3)C(=O)C2=C1O,13000
COC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1OC,333000
OC1=CC=C2CN(N3C(=O)C4=CC=C(F)C=C4C3=O)C(=O)C2=C1O,186000
OC1=CC=C2CN(N(S(=O)(=O)C3=CC=C(F)C=C3)S(=O)(=O)C4=CC=C(F)C=C4)C(=O)C2=C1O,333000
OC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1O,61000
COC1=CC=CC(C(=O)NN)=C1O,333000
OC1=CC=C2CN(N3CC4=CC=C(O)C(O)=C4S3(=O)=O)C(=O)C2=C1O,7000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1O,11000
OC1=CC=C2CN(CC3=CC=CC=C3)C(=O)C2=C1O,12300
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(OC)=C2O)=C1O,245000
OC1=CC=C2CN(CC3=CC=CC=C3)C(=O)C2=C1O,333000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(OC)=C2O)=C1O,123000
OC1=CC=C2C(=O)N(CC3=CC=C(F)C=C3)CC2=C1O,333000
OC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1O,54000
COC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,8000
COC1=CC=CC(C(=O)NN)=C1O,333000
NNC(=O)C1=CC=CC(O)=C1O,333000
OC1=CC=C2CN(NC(=O)C3=CC=CC=C3O)C(=O)C2=C1O,333000
OC1=CC=C2CN(CCC3=CC=CC=C3)C(=O)C2=C1O,28000
OC1=CC=C2CN(NC(=O)C3=CC=CC(O)=C3O)C(=O)C2=C1O,6000
COC1=CC=CC(C(=O)NN)=C1O,333000
OC1=CC=C2CN(NS(=O)(=O)C3=CC=C(F)C=C3)C(=O)C2=C1O,69000
COC1=CC=CC(C(=O)NCC2=CC=C(F)C=C2)=C1O,333000
COC1=CC=CC(C(=O)NN=CC2=CC=C(F)C=C2)=C1O,333000
OC1=CC=C2CN(CCC3=CC=CC=C3)C(=O)C2=C1O,333000
OC1=CC=C2CN(N3CC4=CC=C(O)C(O)=C4C3=O)C(=O)C2=C1O,41000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,1600
OC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,72000
COC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,333000
OC1=CC=CC=2C(=O)N(CC3=CC=C(F)C=C3)C(=O)C12,333000
NNC(=O)C1=CC=CC(O)=C1O,333000
NNC(=O)C1=CC=CC(O)=C1O,333000
COC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1OC,18000
OC1=CC=CC=2C(=O)N(CC3=CC=C(F)C=C3)C(=O)C12,333000
OC1=CC=C2C(=O)N(CC3=CC=C(F)C=C3)CC2=C1O,333000
COC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1OC,112000
OC1=CC=C2CN(N3CC4=CC=C(O)C(O)=C4C3=O)C(=O)C2=C1O,124000
OC1=CC=CC(C(=O)NCCNC(=O)C2=CC=CC(O)=C2O)=C1O,50000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,5000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(OC)=C2O)=C1O,26000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=C2CN(N=CC3=CC=C(F)C=C3)C(=O)C2=C1O,333000
OC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,16000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,11000
OC1=CC=C2CN(N3C(=O)C4=CC=C(O)C(O)=C4C3=O)C(=O)C2=C1O,78000
OC1=CC=CC(C(=O)NCC2=CC=C(F)C=C2)=C1O,333000
COC1=CC=CC(C(=O)NCC2=CC=C(F)C=C2)=C1O,333000
NNC(=O)C1=CC=CC(O)=C1O,111000
OC1=CC=C2CN(CC3=CC=CC4=CC=CC=C34)C(=O)C2=C1O,61000
OC1=CC=C2CN(N(S(=O)(=O)C3=CC=C(F)C=C3)S(=O)(=O)C4=CC=C(F)C=C4)C(=O)C2=C1O,33000
OC1=CC=C2CN(CC3=CC=C(F)C=C3)C(=O)C2=C1O,10000
COC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,12000
OC1=CC=CC(C(=O)NCCNC(=O)C2=CC=CC(O)=C2O)=C1O,85000
OC1=CC=CC(C(=O)NCCCNC(=O)C2=CC=CC(O)=C2O)=C1O,31000
OC1=CC=C2CN(NC(=O)C3=CC=CC=C3)C(=O)C2=C1O,333000
OC1=CC=CC(C(=O)NCCCNC(=O)C2=CC=CC(O)=C2O)=C1O,33000
OC1=CC=C2CN(N=CC3=CC=CC(O)=C3O)C(=O)C2=C1O,54000
OC1=CC=C2CN(N3CC4=CC=C(O)C(O)=C4S3(=O)=O)C(=O)C2=C1O,1200
OC1=CC=C2CN(N3C(=O)C4=CC=C(F)C=C4C3=O)C(=O)C2=C1O,53000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,8900
COC1=CC=CC(C(=O)NN)=C1O,333000
OC1=CC=C2CN(CC3=CC=CC(CC4=CC=CC=C4)=C3)C(=O)C2=C1O,333000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,9000
OC1=CC=C2CN(CC3=CC=CC(CBr)=C3)C(=O)C2=C1O,37000
OC1=CC=C2CN(NC(=O)C3=CC=CC=C3)C(=O)C2=C1O,129000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,138000
OC1=CC=CC=C1C(=O)NNC(=O)C2=CC=CC=C2O,333000
OC1=CC=C2CN(N=CC3=CC=C(F)C=C3)C(=O)C2=C1O,333000
OC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1O,1300
COC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,333000
OC1=CC=CC=C1C(=O)NNC(=O)C2=CC=CC=C2O,1800
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=CC=C1C(=O)NNC(=O)C2=CC=CC=C2O,333000
OC1=CC=C2CN(NC(=O)C3=CC=C(F)C=C3)C(=O)C2=C1O,333000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC=C2O)=C1O,333000
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CC(O)=C2O)=C1O,44000
OC1=CC=CC=2C(=O)N(N3CC4=CC=C(O)C(O)=C4C3=O)C(=O)C12,11000
OC1=CC=C2CN(NS(=O)(=O)C3=CC=C(F)C=C3)C(=O)C2=C1O,21000
OC1=CC=C2CN(NC(=O)C3=CC=C(F)C=C3)C(=O)C2=C1O,170000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,112000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=C2CN(N3C(=O)C4=CC=CC=C4C3=O)C(=O)C2=C1O,333000
OC1=CC=CC(C(=O)NCC2=CC=C(F)C=C2)=C1O,108000
OC1=CC=C2CN(CC3=CC=CC(CC4=CC=CC=C4)=C3)C(=O)C2=C1O,172000
OC1=CC=C2CN(CC3=CC=C(F)C(Cl)=C3)C(=O)C2=C1O,13000
OC1=CC=C2CN(CC3=CC=C(F)C=C3)C(=O)C2=C1O,282000
COC1=CC=CC(C=NNC(=O)C2=CC=CC(O)=C2O)=C1OC,68000
OC1=CC=C2CN(N=CC3=CC=CC(O)=C3O)C(=O)C2=C1O,87000
OC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,19000
OC1=CC=CC(C(=O)NNC(=O)C2=CC3=CC=CC=C3C=C2O)=C1O,32000
OC1=CC=CC(C(=O)NNC(=O)C2=CC=CC=C2O)=C1O,333000
OC1=CC=C2CN(N3C(=O)C4=CC=CC=C4C3=O)C(=O)C2=C1O,333000
COC1=CC=CC(C(=O)NN=CC2=CC=C(F)C=C2)=C1O,333000
OC1=CC=C2CN(N3C(=O)C4=CC(O)=C(O)C=C4C3=O)C(=O)C2=C1O,6700
OC1=CC=CC=2C(=O)N(N3CC4=CC=C(O)C(O)=C4C3=O)C(=O)C12,42000
OC1=CC=CC=C1C(=O)NNC(=O)C2=CC=CC=C2O,3600
COC1=CC=CC(C(=O)NNC(=O)C2=CC=CN=C2)=C1O,333000
OC1=CC=C2CN(NC(=O)C3=CC=CC(O)=C3O)C(=O)C2=C1O,333000
OC(=O)C(CC1=CC(O)=C(O)C=C1[N+]([O-])=O)OC(=O)C=CC2=CC=C(O)C(O)=C2,3700
OC(=O)C(CC1=CC(O)=C(O)C=C1[N+]([O-])=O)OC(=O)C=CC2=CC(O)=C(O)C=C2[N+]([O-])=O,52200
OC(=O)C(CC1=CC(O)=C(O)C=C1[N+]([O-])=O)OC(=O)C=CC2=CC(O)=C(O)C=C2[N+]([O-])=O,20800
OC(=O)C(CC1=CC=C(O)C(O)=C1)OC(=O)C=CC2=CC=C(O)C(O)=C2,63500
OC(=O)C(CC1=CC(O)=C(O)C=C1[N+]([O-])=O)OC(=O)C=CC2=CC=C(O)C(O)=C2,1400
OC(=O)C(CC1=CC(O)=C(O)C=C1[N+]([O-])=O)OC(=O)C=CC2=CC=C(O)C(O)=C2,247000
OC(=O)C(CC1=CC(O)=C(O)C=C1[N+]([O-])=O)OC(=O)C=CC2=CC=C(O)C(O)=C2,54700
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC(OC)=C13,86080
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=C(OC)C=CC=C13,4760
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=C(OC)C=C13,4600
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC(OC)=C13,92300
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=C(OC)C=CC=C13,2640
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC(OC)=CC=C13,2340
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=C(OC)C=C13,7550
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC(OC)=CC=C13,1960
OC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C13,2330
CCOC(=O)C(O)=CC(=O)C1=CN(CC2=CC=C(F)C=C2)C3=C(OC)C=CC(OC)=C13,1240
CCCCCCC1OC(=O)C2=C1C(O)C3OC3C2O,41000
COC1=CC=C(C=C1O)C=2C3=C(N4C=CC5=CC(OC)=C(OC)C=C5C24)C(=O)OC6=CC(OS(O)(=O)=O)=C(OC)C=C36,16000
COC1=CC=C(C=C1O)C=2C3=C(N4C=CC5=CC(OC)=C(OC)C=C5C24)C(=O)OC6=CC(OS(O)(=O)=O)=C(OC)C=C36,22000
CCCCC(C)C1=C(O)C(=O)C2CC(C)CC(C2C1(C)C(=O)CCO)C(O)=O,20000
CCCCCCC(C)C1=C(O)C(=O)C2C(O)C(C)CC(O)C2C1(C)C(=O)C=CO,20000
OCC(O)C#CC#CCCCCC#CC#CC=CBr,156000
OCC(O)C#CC#CCCCCCCC#CC=CBr,154000
OS(=O)(=O)OCCC#CC#CCCCCC#CC#CC=CBr,78200
OC(COS(O)(=O)=O)C#CC#CCCCCCCCCC=CBr,73600
OC(COS(O)(=O)=O)C#CC#CCCCCCCC#CC=CBr,74300
OCC(O)C#CC#CCCCCCCC#CC=CBr,154000
OCC(O)C#CC#CCCCCCCCCC=CBr,152000
OCC(O)C#CC#CCCCCC=CC#CC=CBr,155000
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C5=CC=C6C(CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)=CNC6=C5)C=C2)C(=O)NC(C(O)=O)C%10=CC=C(O)C=C%10,4000
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C=5C=CC=C6C(CC(N)C(=O)NC(C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC4C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C1=O)=CNC56)C=C2)C(O)=O,6000
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C5=CC=C6C(CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)C(=O)NC6=C5)C=C2)C(=O)NC(C(O)=O)C%10=CC=C(O)C=C%10,12500
CNC(CC1=CC=C(OC2=CC3=CC(=C2O)C=4C=CC=C5C(CC(N)C(=O)NC(C6=CC(Cl)=C(O)C(Cl)=C6)C(=O)NC3C(=O)NC(C(O)=O)C7=CC(Cl)=C(O)C(Cl)=C7)=CNC45)C=C1)C(O)=O,45000
CNC(CC1=CC=C(OC2=CC3=CC(=C2O)C=4C=CC=C5C(CC(N)C(=O)NC(C6=CC(Cl)=C(O)C(Cl)=C6)C(=O)NC3C(O)=O)=CNC45)C=C1)C(O)=O,100000
CNC(CC1=CC=C(OC2=CC3=CC(=C2O)C=4C=CC=C5C(CC(N)C(=O)NC(C6=CC(Cl)=C(O)C(Cl)=C6)C(=O)NC3C(O)=O)=CNC45)C=C1)C(O)=O,28000
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C5=CC=C6C(CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)=CNC6=C5)C=C2)C(=O)NC(C(O)=O)C%10=CC=C(O)C=C%10,3000
CN(C(CC1=CC=C(OC2=CC3=CC(=C2O)C=4C=CC=C5C(CC(N)C(=O)NC(C6=CC(Cl)=C(O)C(Cl)=C6)C(=O)NC3C(O)=O)=CNC45)C=C1)C(O)=O)C(=O)C(N)C7=CC(Cl)=C(O)C(Cl)=C7,7800
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C5=CC=C6C(NC(=O)C6(O)CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)=C5)C=C2)C(=O)NC(C(O)=O)C%10=CC=C(O)C=C%10,1700
CNC(CC1=CC=C(OC2=CC3=CC(=C2O)C=4C=CC=C5C(CC(N)C(=O)NC(C6=CC(Cl)=C(O)C(Cl)=C6)C(=O)NC3C(=O)NC(C(O)=O)C7=CC(Cl)=C(O)C(Cl)=C7)=CNC45)C=C1)C(O)=O,3800
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C=5C=CC=C6C(CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)=CNC56)C=C2)C(O)=O,8000
CN(C(CC1=CC=C(OC2=CC3=CC(=C2O)C=4C=CC=C5C(CC(N)C(=O)NC(C6=CC(Cl)=C(O)C(Cl)=C6)C(=O)NC3C(O)=O)=CNC45)C=C1)C(O)=O)C(=O)C(N)C7=CC(Cl)=C(O)C(Cl)=C7,86000
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C5=CC=C6C(NC(=O)C6(O)CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)=C5)C=C2)C(=O)NC(C(O)=O)C%10=CC=C(O)C=C%10,12500
CN1C(CC2=CC=C(OC3=CC4=CC(=C3O)C=5C=CC=C6C(CC(NC(=O)C(=O)C7=CC(Cl)=C(O)C(Cl)=C7)C(=O)NC(C8=CC(Cl)=C(O)C(Cl)=C8)C(=O)NC4C(=O)NC(C9=CC(Cl)=C(O)C(Cl)=C9)C1=O)=CNC56)C=C2)C(=O)NC(C(O)=O)C%10=CC=C(O)C=C%10,5000
CCC(C)C(NC(=O)C(CO)NC(=O)C(N)CCCNC(N)=N)C(=O)NC(CO)C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCNC(N)=N)C(=O)N4CCCC4C(O)=O,25000
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=N)NC(=O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(N)CC(C)C)C(C)O)C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CC2=CC=C(O)C=C2)C(O)=O,25000
COC1=CC(=CC=C1OC2OC(COC(=O)C=CC3=CC(OC)=C(O)C(OC)=C3)C(O)C(O)C2O)C(O)=O,186000
OCC1OC(OC2OC=C(C3CC=C(CO)C23)C(O)=O)C(O)C(O)C1O,267000
COC(=O)C1(O)CC(O)C(OC(=O)C=CC2=CC(OC)=C(O)C(OC)=C2)C(C1)OC(=O)C=CC3=CC=C(O)C(O)=C3,33000
OC(=O)C(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O,15500
COC(=O)C1(O)CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(OC(=O)C(C)(O)CC(O)=O)C(C1)OC(=O)C=CC3=CC=C(O)C(O)=C3,30200
CCOC(=O)C1(O)CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)C(C1)OC(=O)C=CC3=CC(OC)=C(O)C(OC)=C3,79800
COC(=O)C1(O)CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)C(C1)OC(=O)C=CC3=CC(OC)=C(O)C(OC)=C3,41700
CCOC(=O)C1(O)CC(O)C(O)C(C1)OC(=O)C=CC2=CC=C(O)C(O)=C2,117000
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1CC=C3CO,257000
OC1C(CC(O)(CC1OC(=O)C=CC2=CC=C(O)C(O)=C2)C(O)=O)OC(=O)C=CC3=CC=C(O)C(O)=C3,11400
CCOC(=O)C1(O)CC(O)C(OC(=O)C=CC2=CC(OC)=C(O)C(OC)=C2)C(C1)OC(=O)C=CC3=CC=C(O)C(O)=C3,74700
OC1CC(O)(CC(OC(=O)C=CC2=CC=C(O)C(O)=C2)C1OC(=O)C=CC3=CC=C(O)C(O)=C3)C(O)=O,10400
COC1=CC(C=CC(=O)CC(=O)C=CC2=CC=C(O)C(OC)=C2)=CC=C1O,138000
OC1C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)OC1COC(=O)C4=CC(O)=C(O)C(O)=C4,43900
COC(=O)C1=CC(O)=C(O)C(O)=C1,157000
OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C(O)=C4)C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C(O)C1O,45400
OC1COC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C=C4)C(O)C1O,239000
CC1OC(OC=2C(O)=C3C(=CC(O)=CC3=O)OC2C4=CC=C(O)C=C4)C(O)C(O)C1O,231000
